title,link,date,views,shares,question,answer,sources,month_name,month,year,day,date_new,parsing_date,days_passed,hijri_month
Как привести сына к религии?,https://islam.kz/ru/questions/semya/semya/kak-privesti-syna-k-religii-101/,"28 февраля 2015 г., 11:02",3808,16,"У меня есть сын, ему 18 лет. Как мне привести его к религии? Понимаю, что его не заставить совершать намаз, придерживаться всех канонов Ислама. Многие мои родные читают намаз.

В детстве сын всегда был послушным, добрым, отзывчивым. Сейчас чувствую, как будто мы ему мешаем в жизни, он отстранился от нас. Не пьёт, но чувствую, что курит, а что курит – об этом и думать боюсь. Если спрашиваем, то отвечает то, что мы хотели бы от него услышать, или говорит, что я всё утрирую. Я вижу выход только в имане. Помогите разобраться.","С точки зрения религии:

Очень жаль, что Вы только сейчас, когда он, можно сказать, сформировался как личность, спохватились о его воспитании и придали важность соблюдению им предписаний нашей религии! Детей надо учить молитве и другим предписаниям, а также желательным поступкам ещё с 6–7-летнего возраста (тамйиз), когда ребёнок уже понимает, что хорошо, а что плохо. Если детей воспитывать и обучать со столь раннего возраста, они растут хорошими и соблюдающими мусульманами. Такие дети даже не могут себе представить, как можно пропустить молитву, не носить платок и т. п.

Возможно, причиной его столько резкого изменения является не только возрастной характер, но и плохая компания. Обратите внимание на его круг общения, друзей… возможно, они и оказывают на него негативное влияние.

Для начала купите для него несколько исламских книг, дисков с проповедями и лекциями богословов. В частности, литературу, в которой разъясняется всё, что касается грехов. Познакомьте его с религиозными, соблюдающими каноны религии ребятами. Попросите Ваших родственников почаще гостить у Вас и невзначай заводить с сыном беседы на религиозные темы, в частности о важности исполнения молитвы. В идеале же было бы хорошо уговорить его поступить в исламский университет, там его всему и обучили бы и привили бы любовь к религии.

С точки зрения психологии:

Ваше желание привести сына к религии, безусловно, заслуживает похвалы. Общеизвестно, что отсутствие у человека крепкого духовного стержня делает его потенциально готовым к любого рода отклоняющемуся от социальных норм поведению. Любую беду легче бывает предотвратить, чем пытаться исправить. Так уж получается, что склонить человека к соблюдению им религиозных норм не так просто, поскольку это должно быть внутреннее стремление, осознанный выбор. В противном случае Вы можете добиться лишь того, что он для Вас будет религиозным, но внутренне будет оставаться при собственном мнении. Очень жаль, что Вы так поздно спохватились и не привили ему любовь к религии в том возрасте, когда это происходит лучше всего. Сейчас Ваш сын – достаточно сформированная личность, проходящая этап юности. Этот возраст характеризуется такими психологическими особенностями, как поиск собственного «Я», это возраст активного становления самосознания, своей индивидуальной жизненной позиции. На это и нужно делать основной упор.

Прежде всего необходимо завоевать его расположение за счёт того, что Вы дадите ему почувствовать, что уважаете его личное право на собственный выбор, что Вы приложите максимум усилий, чтобы понять его.

Начните проявлять интерес к его повседневным делам, интересуйтесь происходящими в его жизни изменениями. Конечно, не ждите, что он вот так сразу и начнёт Вам всё сообщать, – ничего подобного; скорее всего, Вы наткнётесь на стандартные отговорки. Это нормально. Главное – не выражать открытого осуждения его деятельности, поскольку это автоматически поставит его в защитную позицию. К примеру, замечание насчёт того, что он курит, нужно сделать дипломатично. Если просто критиковать, то Ваш сын, скорее всего, начнёт отрицать всё и будет врать. Если же Вы сообщите ему , что Вам будет крайне неприятно, если Вы вдруг узнаете, что он курит, что это очень сильно опустит его в Ваших глазах и Вы окончательно в нём разочаруетесь, то тем самым Вы оставляете для него существенную лазейку для спасения собственной репутации, которой он и постарается воспользоваться, и, скорее всего, самостоятельно откажется от курения.

Не забывайте, что иногда очень полезно создавать для человека благополучную репутацию, которую он будет стремиться оправдать, так как человеком во многом движет внутреннее желание уважать самого себя, ценить собственные достоинства.

Как только Вам удастся растопить лёд в отношениях, стоит вплотную заняться его религиозным развитием. Просите его объяснить Вам некоторые положения религии, даже те, о которых Вам самой хорошо известно. Это создаст у него ситуацию дефицита информации и как следствие – необходимость искать ответы на те или иные вопросы. Идея в том, что, начав таким образом изучение религии, он придёт к мысли о необходимости следовать нормам Ислама, поскольку истинная вера всегда строится на знании.

Конечно, нужно понимать и то, что Вашему сыну психологически будет легче соблюдать нормы Ислама, если он будет не одинок в этом, то есть вместе с ним будут соблюдать религиозные предписания и другие члены семьи, в том числе и Вы. Если он будет видеть, что его мама стремится соблюдать нормы религии, то ему будет намного легче и самому. Из Вашего письма не совсем понятно, совершаете Вы сами намаз или нет.

Мухаммад-Амин - хаджи МагомедрасуловтеологАлиасхаб Анатольевич Мурзаевпсихолог-консультант Центра социальной помощи семье и детям

Источник: www.islam.ru/",,February,2,2015,28,2015-02-28,2026-01-08,3967,Jumada al-Awwal
В чем причина «сонного паралича» т.е. ощущения сдавленности тела во время сна?,https://islam.kz/ru/questions/raznoe/v-chem-prichina-sonnogo-paralicha-te-oshusheniya-sdavlennosti-tela-vo-vremya-sna-100/,"26 февраля 2015 г., 15:09",23895,29,"Ассаламу алейкум! Это событие случилось со мной во время сна -  мучительное ощущение сдавленности тела, причем я осознаю всё происходящее весьма чётко.Почему людям снятся кошмары? Какие действия нужно предпринять, чтобы предостеречь их? Что нужно делать при этом?","Уаалейкум ассалам! Иногда в полусонном состоянии человек ощущает сдавленность тела, он не может двинуться, словно некая сила препятствует совершению действий. Это в казахском языке называется«қара басу», по-турецки«karabasan»,а по-арабски«кабус (كابوس)»или«жасум»[1].

Мы не смогли найти какую-либо информацию, объясняющую подобное состояние, с точки зрения шариата. Согласно некоторым предположениям, сонны паралич бывает когда на человека давит злой дух. Это чаще происходит с теми людьми,  у которых сильное электромагнитное поле. Потому что джин чаще всего оказывается рядом с такими людьми.

А в медицине это называется «сонным параличом». Хотя мозг человека внезапно просыпается от фазы быстрого сна, паралич тела может сохраниться на протяжении некоторого времени. Иными словами, при пробуждении мозга человека его тело все еще может спать. Такое состояние обычно продолжается от нескольких секунд до нескольких минут. Однако, человеку, который пережил подобное, будет казаться, что это состояние длилось долго [2].

Как бы там не было, это безвредное явление. Только приучите себя ложиться спать, совершив омовение. Перед сном не забудьте прочитать суры Аятуль курси, Фалак, Нас. Спать ложитесь на правом боку.","[1] http://www.almaany.com/كابوس
[2] http://szh.kz/",February,2,2015,26,2015-02-26,2026-01-08,3969,Jumada al-Awwal
Как понимать выражение «собирать волосы подобно горбу верблюда»?,https://islam.kz/ru/questions/dlya-jenshin/kak-ponimat-vyrajenie-sobirat-volosy-podobno-gorbu-verblyuda-99/,"25 февраля 2015 г., 12:53",61553,106,"Ассаламу алейкум! Смысл следующего хадиса каждый толкует по-разному. Я бы хотел узнать его точное значение. В хадисе говорится: «Их головы похожи на покачивающиеся верблюжьи горбы». Что означает это выражение? Имеет ли это выражение отношение к женщинам, носящим платки? Говорится ли в этом хадисе о прическе, в которой волосы собраны в пучок на уровне затылка?  Иными словами, является ли грехом носить хиджаб в более модном варианте? Раян Абдикарим.","Уаалейкум ассалам! Вами названный хадис приводится Абу Хурайрой, в нём достопочтенный Пророк (да благословит его Аллах и приветствует) говорит:

«Я до сих пор не видел два вида адских мучеников. Это люди, которые держат в руках плети, похожие на коровьи хвосты, и бьют ими других, а также одетые, но в то же время обнаженные женщины, которые склоняются в сторону и призывают к этому других, а их головы похожи на покачивающиеся верблюжьи горбы. Они не попадут в Рай и даже не почувствуют его благоухания, несмотря на то, что оно будет ощущаться на таком-то расстоянии»[1].

В вышеназванном хадисе на выражение «их головы похожи на покачивающиеся верблюжьи горбы» даётся несколько пояснений. А именно:

Подводя итоги вышесказанного, можно прийти к следующему выводу:","[1]Муслим – 2128. (Муслим, 3971)
[2]Шарху ан-Навави аля муслим, Китабуль Жанна: «Бабу фи шиддати харри нари жаханнам», №2842 хадис.
[3]Фатхуль бари, Китабуль либас – комментарии к №5589 хадису (Отрывок из слов Куртуби)",February,2,2015,25,2015-02-25,2026-01-08,3970,Jumada al-Awwal
Можно ли по шариату смотреть на мужчин с экрана телевизора?,https://islam.kz/ru/questions/raznoe/mojno-li-po-shariatu-smotret-na-mujchin-s-ekrana-televizora-98/,"24 февраля 2015 г., 10:37",5077,17,"Ассаламу алейкум уа рахматуллахи уа баракатух! Разрешите задать вам вопрос? В Священном Коране Всевышний Аллах повелевает нам не смотреть на мужчину и опускать взор при их виде. Вопрос таков, каково решение шариата относительно просмотра телевизора? Половина дикторов, ведущих новостей - мужчины. Герои из религиозных фильмов тоже мужчины. Как относится шариат к этому вопросу?Пусть Всевышний Аллах будет доволен Вами. Сандугаш Жамаш.","Уаалейкум ассалам уа рахматуллахи уа баракатух! Уважаемая Сандугаш, озвученный вами аят из суры «Ан-Нур», в котором говорится:«Скажи верующим мужчинам, чтобы они опускали свои взоры и оберегали свои половые органы. Скажи верующим женщинам, чтобы они опускали свои взоры и оберегали свои половые органы…»[1].

Названный аят должно быть подразумевает взгляд с порочными мыслями. Поэтому нет ничего предосудительного, если женщина смотрит на мужчин по телевизору без каких-либо плохих помыслов.

В качестве доказательства можно привести следующий хадис матери правоверных Аишы, из сборника хадисов Сахих Бухари:  «Однажды Хабашиты демонстрировали в мечети умение владения оружием. Пророк накинул на меня свой плащ, и я смотрела с интересом на демонстрацию их мастерства, пока мне не стало скучно».

[1] Сура Ан-Нур, 30-31 аяты.[2] Сахих Бухари, Китабун Никах - باب نظر المرأة إلى الحبش ونحوهم من غير ريبة) 4938)",,February,2,2015,24,2015-02-24,2026-01-08,3971,Jumada al-Awwal
"Разрешается ли человеку, имеющему ""каза"" намазы совершать суннат намазы?",https://islam.kz/ru/questions/poklonenie/molitva-namaz/razreshaetsya-li-cheloveku-imeyushemu-kaza-namazy-sovershat-sunnat-namazy-97/,"21 февраля 2015 г., 11:15",8056,27,,"Имеющиеся каза намазы никак не препятствуют совершению суннат намазов[1]. Конечно, вам следует как можно скорее совершить каза намазы. Но, все же, нет ничего предосудительного в совершении «духа» [2] и «аввабин»[3] намазов, которые приводятся в хадисах. А также, за них вы получите вознаграждение от Аллаха.  Насчет этого ученые Ханафитского мазхаба говорят следующее:","[1] Ал-Фатауа Ал-Исламия мин Дариль Ифта – 1/64 стр.
[2]
Ссылка на Духа намаз:
http://islam.kz/ru/articles/raznoe/duha-namaz-i-ego-dostoinstva-372/
[3]
который совершается после вечерней молитвы
[4]
Тасбих-намаз – это нафиль намаз, в котором большое место уделено формулам восхваления Аллаха Всевышнего, возвеличивания Его могущества и величества.
[5]
Ибн Габидин, Раддуль Мухтар – 2/536 стр.",February,2,2015,21,2015-02-21,2026-01-08,3974,Jumada al-Awwal
Можно ли шутить над Аллахом?,https://islam.kz/ru/questions/veroubejdenie/mojno-li-shutit-nad-allahom-96/,"20 февраля 2015 г., 10:13",9438,7,"Ассалямуалейкум, уважаемый коллектив сайта! Я хотел спросить, можно ли применять имя Аллаха в порядке шутки? Некоторые наши братья подшучивают над именем Аллаха. Например: Есть братья, которые шутят следующим образом: «Скажи Аллаху, что я сейчас приду, позвони Ему». Являются ли подобные шутливые разговоры греховным деянием?  Ержан Нышанбеков","Уаалейкумсалам! Иронизировать над Аллахом, над Пророком, над Кораном, а также над другими основами Ислама -вероотступничество. Совершив такое деяние, человек перестает быть мусульманином. Тот, кто совершит подобный поступок, должен покаяться и просить прощения у Аллаха. Праведный мусульманин никогда не станет насмехаться над именем Всевышнего Аллаха, для него Творец никогда не будет поводом для шуток. Если же он так поступит, то его покарает Всемогущий Аллах, и он будет гореть в огне преисподней.

В Священном Коране Всевышний Аллах говорит об этом следующее:

وَلَئِن سَأَلْتَهُمْ لَيَقُولُنَّ إِنَّمَا كُنَّا نَخُوضُ وَنَلْعَبُ ۚ قُلْ أَبِاللَّهِ وَآيَاتِهِ وَرَسُولِهِ كُنتُمْ تَسْتَهْزِئُونَ ﴿٦٥﴾ لَا تَعْتَذِرُوا قَدْ كَفَرْتُم بَعْدَ إِيمَانِكُمْ ۚ إِن نَّعْفُ عَن طَائِفَةٍ مِّنكُمْ نُعَذِّبْ طَائِفَةً بِأَنَّهُمْ كَانُوا مُجْرِمِينَ

«Если ты их спросишь, они непременно скажут: ""Мы только болтали и забавлялись"". Скажи: ""Неужели вы насмехались над Аллахом, Его аятами и Его Посланником? Не извиняйтесь. Вы стали неверующими после того, как уверовали"". Если Мы простим некоторых из вас, то непременно подвергнем мучениям остальных за то, что они стали грешниками»[Сура «Покаяние», 65-66 аяты.].",,February,2,2015,20,2015-02-20,2026-01-08,3975,Jumada al-Awwal
Дозволено ли в исламе есть креветки?,https://islam.kz/ru/questions/raznoe/dozvoleno-li-v-islame-est-krevetki-95/,"19 февраля 2015 г., 10:30",439985,24,"Можно ли по Ханафитскому мазхабу есть ракообразных (такие виды из них, как креветки, кальмары, раки, лобстеры)?  Шынар","Уважаемая Шынар, по мазхабу имама Абу Ханифа, из всех морских обитателей, дозволенными к употреблению в пищу, является только рыба[1]. Поэтому, согласно нашему мазхабу, употреблять в пищу кальмаров, креветок, лобстера и другие морепродукты, которые не относятся к видам рыб, запрещено.

Относительно креветок (фр. crevette — креветки), влиятельный ученый Ханафитского мазхаба, живший в середине 20 века, Зафар Ахмад аль-Усмани ат-Таханауи (р.а.) (1892-1974гг.), в своем многотомном труде «Иъла ас-Сунна» комментируя морских животных, пришел к следующему заключению:

«…Одним словом: Будь это в лексическом значении или  же в понимании местного народа, все, что относится к семейству рыб, бесспорно считается дозволенным. Например: сцинки, креветки и.т.п.…»[2].

Сцинки, которых ученый приводит в качестве примера, относятся к виду ящериц из семейства сцинковых. У данного вида ящериц тело покрыто чешуей, и обитает она в пустынях. Из-за своей способности передвигаться словно рыба, «плавающая» в песке ящерица, получила название «песчаная рыба». По-арабски ее называют «самакату ар-Римал – Песчаная рыба» или «саканкур» (سقنقور)»[3].

Также в пример приводятся креветки. По-арабски их называют «Жамбари(جَمْبَرِىٌّ)» или «Рубиян(روبيان)», еще одно название «Ирбиян». Большинство ученых, живших в давние времена, дали определение вышеназванному виду, как «рыба». Возможно, поэтому ученый в указанной нами книге говорит, что употреблять в пищу креветок дозволено.

Но у нас креветкам дается иное определение, их относят к семейству ракообразные. Поэтому, трудно точно сказать, что по Ханафитскому мазхабу употреблять в пищу креветок дозволено (халяль).

Как уже было сказано выше, по Ханафитскому мазхабу употреблять в пищу дозволено только рыбу.  Хотя, есть ученые других мазхабов, которые утверждают, что употреблять в пищу мясо и других водных животных, помимо рыбы, дозволено[4]. Поэтому, дозволенность (халяль) употребления в пищу таких морепродуктов, как креветки, особенно мусульманами, которые живут в немусульманских странах, где тяжело раздобыть дозволенное (халяль) мясо, является своего рода смягчающим обстоятельством, предусмотренным религией.

Истина ведома лишь Аллаху!","[1] Маусули, Ихтияр – 4/247 стр.
[2] Иълә ас-Сунна – 17 том/188 стр. «Хурмату ас-Самаки ат-Тафи».
[3]https://ru.wikipedia.org/wiki Обыкновенный_сцинк
[4] Аль Касани, Бадаиг – 6/175, 176 стр.",February,2,2015,19,2015-02-19,2026-01-08,3976,Rabi al-Thani
Читается ли после фатихи дополнительная сура в третьем и четвертом ракаате при совершении фард намаза?,https://islam.kz/ru/questions/poklonenie/molitva-namaz/chitaetsya-li-posle-fatihi-dopolnitelnaya-sura-v-tretem-i-chetvertom-rakaate-pri-sovershenii-fard-namaza-94/,"18 февраля 2015 г., 13:32",25047,20,,"При совершении всех суннат намазов состоящих из 4-х ракаатов чтение фатихы и дополнительно еще одной суры является обязательным (ваджиб). А при совершении фард намазов чтение фатихы и одной суры является обязательным в первых двух ракаатах, а последующих в двух ракаатах чтение фатихы считается сунной. Чтение еще одной суры или аята в качестве дополнения к ним  является нежелательным (макрух). Но это не портит намаз.",,February,2,2015,18,2015-02-18,2026-01-08,3977,Rabi al-Thani
Можно ли мужчине носить обручальное кольцо из белого золота?,https://islam.kz/ru/questions/semya/nikyah/mojno-li-mujchine-nosit-obruchalnoe-koltso-iz-belogo-zolota-93/,"17 февраля 2015 г., 8:58",36944,22,Ассаламу алейкум! Я бы хотел спросить у вас о следующем: дозволено ли шариатом мужчинам носить обручальное кольцо из белого золота?,"Уаалейкум ассалам! Чистое золото используют очень редко, так как оно слишком мягкое, легко деформируется и царапается. Для придания золотым ювелирным изделиям большей твердости и износостойкости используются сплавы золота с другими металлами, такими как медь, палладий, платина. Сплавы, которые добавляют в золото, называются лигатурой. Поэтому по цвету, золотые украшения несколько отличаются друг от друга.  Например, красноватый оттенок золота получается, если лигатура состоит в большей части из меди, а желтый оттенок, если лигатура из серебра. Белое золото - это такой же золотой сплав, только лигатура с «палладием» или с «платиной»[1].

Теперь поговорим о решении шариата относительно ношения кольца из белого золота. Ученый Мухиддин Абу Закария ан-Навави (р.а.)(хижри 631-676гг.) в сборнике хадисов «Сахих Муслим» в комментариях относительно этого вопроса говорит следующее:«Ученые единогласны в том, что носить золотое кольцо запрещено (харам) для мужчин. Даже, если какая-то часть кольца состоит из серебра, другая часть из золота решение шариата относительно этого вопроса не меняется… Потому что следующий запрет Пророка (да благословит его Аллах и приветствует) распространяется на все виды золота. Он (да благословит его Аллах и приветствует) сказал:  «Эти две вещи (шелк и золото) запрещены мужчинам  моей уммы. Но разрешено для женщин»[2].  Значит, ношение мужчинами золотого кольца с примесью палладия недопустимо. Именно это подразумевается в вышеназванном хадисе.

Влиятельный ученый современности, профессор шариатских наук Али Джума, выражает своё мнение относительно данной темы следующим образом:«Мужчинам запрещено (харам) носить белое золото в качестве кольца полученного в результате сплава золота с другими металлами, такими как платина. Потому что, оно тоже считается золотом…»[3].  Итак, мусульманину, вне зависимости от цвета, следует сторониться золотого кольца.  Это послужит признаком его благочестия. Если он вместо этого будет носить кольцо из серебра, то он выполнит сунну Пророка и получит Божье вознаграждение.","[1] http://aboutdiamonds.narod.ru/gold.htm
[2] Имам Навави, Шархун Ан-Навави Аля Сахих Муслим, шарх 2066 хадиса.
[3] http://www.dar-alifta.org/ViewFatwa.aspx?ID=3513&LangID=1",February,2,2015,17,2015-02-17,2026-01-08,3978,Rabi al-Thani
Как избавиться от порочных мыслей во время совершения намаза?,https://islam.kz/ru/questions/poklonenie/molitva-namaz/kak-izbavitsya-ot-porochnyh-myslei-vo-vremya-soversheniya-namaza-92/,"16 февраля 2015 г., 15:21",8083,11,,"Мысль,как известно,не имеет пространственных измерений. Так как мы с вами живые люди то, что во время совершения намаза нас посещают разные мысли это естественное явление. Безусловно, в этом есть и заслуга дьявола. Потому что после завершения призыва (азан) к намазу и произнесения икамы, дьявол приходит к совершающему намаз человеку и начинает внушать ему разные мысли  и напоминает такие вещи, о которых человек и не вспоминал.Так может продолжаться до тех пор, пока человек не забудет, сколько ракаатов он прочитал»[1].

Но все, же человек, который произнёс «вступительный такбир», должен постараться собраться с мыслями  и всё внимание сосредоточить на намазе.  Для этого вам нужно при совершении такбира,  сажда и рукуга. понимать смысл каждой произносимой мольбы (дуа) Это поможет вам сохранить сосредоточенность на намазе. Например, когда произносите такбир «Аллаху акбар», вы должны мысленно осознавать, что это означает «Аллах велик». Таким же образом поступайте с мольбами(дуа), которые проговариваются при поясном поклоне (рукуг) и земном поклоне(сажда).","[1] Фатхуль Бари би Шархи сахихиль Бухари, Китабуль амаль фис сала – 1164- хадис.",February,2,2015,16,2015-02-16,2026-01-08,3979,Rabi al-Thani
Можно ли в пятницу возмещать пропущенные дни поста?,https://islam.kz/ru/questions/poklonenie/post/mojno-li-v-pyatnitsu-vozmeshat-propushennye-dni-posta-91/,"14 февраля 2015 г., 13:45",17152,5,"Добрый день! Можно ли поститься в пятницу, чтобы восполнить пропущенные дни поста?","Пусть Всевышний Аллах сделает наши дни благодатными! Влиятельный хадисовед Мухаммед ибн Мажа (гр.824-886г.) в своем сборнике хадисов приводит следующий риваят: В одном хадисе переданном сподвижником Абдулла ибн Буср Пророк (да благословит его Аллах и приветствует) сказал следующее:

«Не поститесь по субботам, за исключением поста, который является обязательным…!»[1].

Согласно данному хадису  поститься  по пятницам или по субботам, чтобы восполнить пропущенные дни поста месяца Рамадан или соблюдать обязательный (ваджиб) пост «назр» (данный обет) не является нежелательным действием.",[1] Ибн Мажа – Китабус саум - №1726 хадис.,February,2,2015,14,2015-02-14,2026-01-08,3981,Rabi al-Thani
Нужно ли путнику сокращать вечерний (магриб)  намаз и суннат намазы?,https://islam.kz/ru/questions/poklonenie/molitva-namaz/nujno-li-putniku-sokrashat-vechernii-magrib-namaz-i-sunnat-namazy-90/,"13 февраля 2015 г., 14:43",6421,9,,"Суннат намазы выполняются в качестве дополнения к фард намазам, поэтому, если есть возможность путнику, то лучше совершить их, но и тому, кто не совершит, не будет греха. Суннат намазы совершаются в полном объеме без сокращений [1].

Путник сокращает только фард намазы, состоящие из 4-х ракаатов, совершая по два ракаата.  А вечерний (магриб) намаз совершается в полном объеме без сокращений.","[1] Дамад Ефенди, Мужмагуль Анхур, 1/239 стр.; Аль-Касани, Бадаиг – 1/466.",February,2,2015,13,2015-02-13,2026-01-08,3982,Rabi al-Thani
"Поссорившись с супругой, я выгнал ее из дома. Может мне стоит простить её?",https://islam.kz/ru/questions/semya/semya/possorivshis-s-suprugoi-ya-vygnal-ee-iz-doma-mojet-mne-stoit-prostit-ee-89/,"11 февраля 2015 г., 12:32",7867,13,"Ассаламу алейкум! Мы практикующие мусульмане. После свадьбы, спустя немного времени, мы с женой начали часто ссориться. Из-за непрекращающихся ссор я выгнал ее из дома со словами: «Я разведусь с тобой». Но после того, как она вернулась через 4-5 дней со слезами, сказала: «Прости, я всё поняла», мы снова сошлись. Вскоре мы опять начали ссориться. Я всегда говорил ей: «Если не прекратишь пререкаться со мной, я разведусь с тобой». Она в свою очередь отвечала, что больше не будет и через некоторое время опять начинала препираться. После того, как у меня совершенно иссякло терпение, я заявил своим родителям: «Всё развожусь», и выпроводил ее из дома. Прошла неделя, и теперь она плачет, и каждый день пишет мне: «Я всё поняла, я буду подчиняться тебе, прости». Теперь я не знаю, что мне делать. Если прощу, боюсь, что мы опять начнём ссориться с ней. Не простить тоже боюсь, ведь Всевышний Аллах может не простить  меня. Прошу вас дать мне совет, как поступить? У нас нет детей. Прошло всего-навсего год со дня нашей свадьбы. Я жду  от вас полного ответа. Пусть Всевышний Аллах будет доволен вами. Е.","Уаалейкум ассалам! Уважаемый Е., читая вашу историю, я вспомнил следующие аяты из Священного Корана:

Иногда некоторые поступки казалось бы самих близких людей - жены и детей, подобны деяниям врага. В таких случаях хочется от них отречься.

Но, со временем, если обдумать всё произошедшее, и принять их поступки за проявление ребячества и человеческие слабости, всё встанет на свои места.

Итак, мы надеемся, что если вы проявите великодушие и простите прежние ошибки жены, то Всевышний Аллах простит вас и окажет вам Свою милость.

Очевидно, в характере жены есть черты, которые вам не нравятся. Но не бывает людей без недостатков. Ведь в этих недостатках может скрываться для вас благо. Аллаху ведомо лучше. Всевышний Аллах в Священном Коране в суре Ан-Ниса (Женщины) говорит:

В заключении мы хотим сказать, что считаем этот разлад временным недопониманием. Потому что, прошло только год с тех пор как вы поженились. Мы считаем, что этот промежуток времени недостаточен, для того чтобы достигнуть полного взаимопонимания между супругами. В этой связи также нужно определить причины, приводящие к конфликтным ситуациям. Истина ведома лишь Аллаху!","[1] Сура Ат-Тагабун («Взаимное Обманывание»), 14-аят.
[2] Сура Ан-Ниса (Женщины), 19-аят",February,2,2015,11,2015-02-11,2026-01-08,3984,Rabi al-Thani
"Как поступить, если, забыв прочитать дуа «Кунут»,  совершил рукуг (поясной поклон)?",https://islam.kz/ru/questions/poklonenie/molitva-namaz/kak-postupit-esli-zabyv-prochitat-dua-kunut-sovershil-rukug-poyasnoi-poklon-88/,"10 февраля 2015 г., 10:22",19504,25,"Ассаламу алейкум! Как быть тому, кто при совершении витр намаза, забыв прочитать дуа «Кунут», совершил рукуг (поясной поклон)? Ему нужно вернуться в положение кыям (стояние) и прочитать дуа «Кунут»? А если он вернется в положение кыям (стояние) и прочитает дуа «Кунут», то будет ли его намаз действительным? Мурат.","Уаалейкум ассалам, Мурат! Если кто-то при совершении витр намаза, в третьем ракаате, после прочтения фатихи и еще одной суры, забыв прочитать дуа «Кунут», совершит рукуг (поясной поклон), то ему не нужно возвращаться в положение кыям (стояние), чтобы совершить дуа «Кунут». Ему следует продолжить намаз дальше и в конце совершить сажда саху (земной поклон, совершаемый при допущении ошибки). А если он все-таки вернулся в положение кыям (стояние) из положения рукуг (поясной поклон), чтобы совершить дуа «Кунут», то, по словам ученых Ханафитского мазхаба, его намаз засчитывается. Но в конце ему обязательно нужно совершить сажда саху[1].","[1] Ас-Сарахси – ал-Мабсут , 1-том,  234-стр.; аль-Фатауа аз-Зайния , «китабус сала», 41-стр.",February,2,2015,10,2015-02-10,2026-01-08,3985,Rabi al-Thani
